Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,28.00,1.90,20.53,39.00,84.00,2.63,5.00,0.53,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.53,1.00,3.68,7.00,0.52,0.00,0.00
Vasco Regini\Vasco-Regini,it ITA,DF,Parma,it Serie A,28.00,0.60,33.33,20.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,es La Liga,22.00,27.90,53.91,1504.00,2136.00,25.20,703.00,3.19,89.00,41.00,2.51,70.00,58.60,0.13,3.70,0.04,1.00,2.15,60.00,1.47,41.00,3.05,85.00,2.30,39.00,21.00
Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,de Bundesliga,32.00,5.90,27.46,162.00,327.00,14.92,88.00,1.19,7.00,2.00,0.68,4.00,50.00,0.07,0.40,0.00,0.00,1.02,6.00,0.34,2.00,1.86,11.00,1.01,3.00,3.00
Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24.00,14.00,40.29,564.00,847.00,2.57,36.00,0.71,10.00,4.00,0.50,7.00,57.10,0.04,0.50,0.00,0.00,0.14,2.00,0.21,3.00,3.07,43.00,0.50,1.00,1.00
Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20.00,1.30,56.92,74.00,110.00,8.46,11.00,0.00,0.00,1.00,0.77,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.00,3.85,5.00,0.79,0.00,0.00
Davide Riccardi\Davide-Riccardi,it ITA,DF,Lecce,it Serie A,23.00,0.20,10.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,19.00,0.10,40.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26.00,25.90,34.48,893.00,1825.00,18.88,489.00,0.50,13.00,19.00,1.54,40.00,47.50,0.11,2.80,0.15,4.00,1.74,45.00,1.27,33.00,4.05,105.00,2.01,32.00,13.00
Jaïro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22.00,8.50,32.94,280.00,482.00,11.88,101.00,0.94,8.00,11.00,1.76,15.00,73.30,0.05,0.40,0.00,0.00,0.82,7.00,0.24,2.00,3.76,32.00,0.59,6.00,1.00
Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Lecce,it Serie A,30.00,21.20,40.99,869.00,1301.00,16.98,360.00,1.04,22.00,5.00,0.38,8.00,62.50,0.06,1.20,0.00,0.00,1.75,37.00,0.75,16.00,2.08,44.00,1.41,21.00,16.00
Mihailo Ristic\Mihailo-Ristic,rs SRB,DFMF,Montpellier,fr Ligue 1,23.00,9.00,40.56,365.00,468.00,15.44,139.00,1.33,12.00,6.00,1.33,12.00,50.00,0.04,0.40,0.00,0.00,2.11,19.00,1.22,11.00,1.89,17.00,2.00,10.00,9.00
Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,29.00,14.60,38.01,555.00,850.00,21.85,319.00,0.96,14.00,11.00,1.10,16.00,68.80,0.15,2.20,0.00,0.00,1.51,22.00,2.33,34.00,2.40,35.00,3.01,15.00,7.00
Rober\Rober,es ESP,DF,Levante,es La Liga,24.00,2.10,34.29,72.00,101.00,0.48,1.00,0.00,0.00,2.00,0.95,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,3.00,0.94,0.00,0.00
Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27.00,26.00,76.81,1997.00,2359.00,28.88,751.00,2.38,62.00,14.00,0.96,25.00,56.00,0.09,2.40,0.42,11.00,1.69,44.00,1.04,27.00,4.92,128.00,2.00,40.00,4.00
Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,25.00,34.60,70.46,2438.00,3265.00,35.29,1221.00,2.75,95.00,24.00,1.39,48.00,50.00,0.21,7.20,0.14,5.00,2.66,92.00,1.76,61.00,5.06,175.00,3.12,65.00,27.00
Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25.00,5.60,32.86,184.00,332.00,6.25,35.00,0.00,0.00,2.00,0.36,2.00,100.00,0.04,0.20,0.18,1.00,0.36,2.00,0.36,2.00,3.21,18.00,0.71,1.00,1.00
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,es La Liga,25.00,21.50,33.30,716.00,1080.00,20.14,433.00,1.58,34.00,37.00,2.42,52.00,71.20,0.15,3.30,0.05,1.00,1.44,31.00,1.58,34.00,1.91,41.00,2.42,21.00,10.00
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25.00,0.10,80.00,8.00,9.00,30.00,3.00,10.00,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,26.00,4.30,50.93,219.00,324.00,14.19,61.00,0.00,0.00,0.00,0.47,2.00,0.00,0.05,0.20,0.00,0.00,2.33,10.00,0.47,2.00,3.26,14.00,1.17,6.00,4.00
Agustín Rogel\Agustin-Rogel,uy URU,DF,Toulouse,fr Ligue 1,21.00,9.50,30.00,285.00,428.00,1.26,12.00,0.84,8.00,1.00,0.11,1.00,100.00,0.01,0.10,0.00,0.00,0.00,0.00,0.21,2.00,1.37,13.00,0.21,0.00,0.00
Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,21.00,11.30,53.98,610.00,837.00,21.77,246.00,1.68,19.00,15.00,1.77,20.00,75.00,0.10,1.10,0.00,0.00,2.12,24.00,1.15,13.00,4.25,48.00,2.39,15.00,9.00
Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29.00,1.40,29.29,41.00,70.00,8.57,12.00,2.14,3.00,0.00,0.71,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,3.00,0.00,0.00,0.00
Filippo Romagna\Filippo-Romagna,it ITA,DF,Sassuolo,it Serie A,22.00,16.40,52.80,866.00,1169.00,1.59,26.00,0.55,9.00,2.00,0.12,2.00,100.00,0.01,0.20,0.06,1.00,0.00,0.00,0.18,3.00,2.13,35.00,0.73,0.00,0.00
Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,24.00,34.30,47.38,1625.00,2284.00,2.19,75.00,0.55,19.00,4.00,0.17,6.00,66.70,0.02,0.60,0.03,1.00,0.15,5.00,0.32,11.00,3.47,119.00,0.87,5.00,0.00
Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,21.00,28.60,42.59,1218.00,1885.00,3.81,109.00,1.01,29.00,14.00,0.63,18.00,77.80,0.02,0.50,0.00,0.00,0.17,5.00,0.28,8.00,1.57,45.00,0.77,4.00,1.00
Rômulo\Romulo,it ITA,DF,Genoa,it Serie A,32.00,0.20,35.00,7.00,11.00,15.00,3.00,0.00,0.00,1.00,10.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,32.00,14.20,21.97,312.00,732.00,4.79,68.00,0.28,4.00,15.00,1.27,18.00,83.30,0.01,0.20,0.14,2.00,0.35,5.00,0.21,3.00,2.18,31.00,0.63,5.00,0.00
Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,es La Liga,30.00,20.80,30.72,639.00,1114.00,19.23,400.00,0.96,20.00,11.00,0.87,18.00,61.10,0.10,2.10,0.00,0.00,1.25,26.00,1.11,23.00,1.92,40.00,2.12,17.00,9.00
Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,eng Premier League,29.00,9.90,43.23,428.00,682.00,20.30,201.00,1.41,14.00,11.00,2.22,22.00,50.00,0.07,0.70,0.00,0.00,1.62,16.00,1.01,10.00,3.43,34.00,1.51,12.00,4.00
Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29.00,9.60,32.50,312.00,505.00,8.44,81.00,0.42,4.00,3.00,0.63,6.00,50.00,0.02,0.20,0.00,0.00,0.52,5.00,0.31,3.00,2.29,22.00,0.73,4.00,1.00
Luca Rossettini\Luca-Rossettini,it ITA,DF,Lecce,it Serie A,34.00,25.10,32.31,811.00,1287.00,0.88,22.00,0.24,6.00,1.00,0.04,1.00,100.00,0.04,0.90,0.04,1.00,0.08,2.00,0.16,4.00,1.31,33.00,0.32,2.00,0.00
Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26.00,26.30,32.32,850.00,1416.00,16.43,432.00,1.79,47.00,42.00,2.70,71.00,59.20,0.10,2.50,0.00,0.00,1.10,29.00,0.95,25.00,1.86,49.00,1.79,19.00,10.00
Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25.00,35.90,32.51,1167.00,1941.00,5.88,211.00,1.53,55.00,12.00,0.64,23.00,52.20,0.02,0.80,0.03,1.00,0.14,5.00,0.36,13.00,2.73,98.00,0.84,5.00,0.00
Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,26.00,19.00,63.21,1201.00,1642.00,3.53,67.00,0.74,14.00,0.00,0.00,0.00,,0.02,0.40,0.00,0.00,0.42,8.00,0.21,4.00,6.26,119.00,0.47,6.00,2.00
Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,25.00,7.70,47.01,362.00,514.00,1.82,14.00,0.78,6.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,17.00,0.39,0.00,0.00
Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,28.00,21.80,76.83,1675.00,2219.00,32.11,700.00,1.42,31.00,26.00,1.74,38.00,68.40,0.15,3.30,0.09,2.00,2.94,64.00,1.56,34.00,5.23,114.00,3.30,47.00,17.00
Aitor Ruibal\Aitor-Ruibal,es ESP,DFFW,Leganés,es La Liga,23.00,13.60,36.84,501.00,588.00,18.31,249.00,2.65,36.00,33.00,4.19,57.00,57.90,0.06,0.80,0.07,1.00,0.88,12.00,0.81,11.00,1.76,24.00,2.36,9.00,3.00
Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21.00,4.10,31.95,131.00,227.00,15.85,65.00,1.22,5.00,6.00,2.20,9.00,66.70,0.02,0.10,0.00,0.00,1.22,5.00,0.24,1.00,1.22,5.00,0.49,3.00,2.00
Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26.00,10.10,47.52,480.00,725.00,17.13,173.00,1.68,17.00,14.00,2.08,21.00,66.70,0.15,1.50,0.40,4.00,1.78,18.00,1.19,12.00,3.56,36.00,2.07,12.00,6.00
Stefano Sabelli\Stefano-Sabelli,it ITA,DF,Brescia,it Serie A,26.00,35.20,39.23,1381.00,2417.00,16.90,595.00,0.68,24.00,27.00,1.39,49.00,55.10,0.11,3.70,0.06,2.00,2.16,76.00,1.08,38.00,4.23,149.00,1.76,54.00,22.00
Jorge Sáenz\Jorge-Saenz,es ESP,DFFW,Celta Vigo,es La Liga,22.00,4.10,32.44,133.00,207.00,0.98,4.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.49,2.00,0.00,0.00,0.00,0.00,2.20,9.00,0.73,0.00,0.00
Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20.00,0.20,20.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,29.00,30.10,39.90,1201.00,1932.00,2.96,89.00,0.86,26.00,7.00,0.30,9.00,77.80,0.02,0.50,0.03,1.00,0.30,9.00,0.23,7.00,3.95,119.00,0.83,9.00,0.00
Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,eng Premier League,17.00,19.50,42.82,835.00,1069.00,20.77,405.00,3.13,61.00,31.00,2.46,48.00,64.60,0.18,3.60,0.10,2.00,1.38,27.00,1.13,22.00,1.95,38.00,2.31,21.00,6.00
Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,29.00,18.00,47.83,861.00,1328.00,18.50,333.00,1.22,22.00,12.00,1.44,26.00,46.20,0.05,0.90,0.06,1.00,0.94,17.00,0.78,14.00,3.89,70.00,1.94,10.00,7.00
Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29.00,10.30,37.67,388.00,608.00,1.07,11.00,0.29,3.00,5.00,0.58,6.00,83.30,0.01,0.10,0.00,0.00,0.10,1.00,0.10,1.00,2.43,25.00,0.10,1.00,0.00
Jacopo Sala\Jacopo-Sala,it ITA,DF,SPAL,it Serie A,27.00,9.50,39.89,379.00,576.00,19.16,182.00,1.26,12.00,9.00,1.79,17.00,52.90,0.03,0.30,0.00,0.00,1.16,11.00,0.74,7.00,2.21,21.00,1.79,8.00,3.00
Bartosz Salamon\Bartosz-Salamon,pl POL,DF,SPAL,it Serie A,28.00,3.80,31.05,118.00,179.00,1.32,5.00,0.53,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.53,2.00,0.00,0.00,3.42,13.00,0.26,2.00,0.00
William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.00,11.00,36.09,397.00,661.00,2.73,30.00,0.36,4.00,10.00,1.27,14.00,71.40,0.00,0.00,0.00,0.00,0.09,1.00,0.00,0.00,3.00,33.00,0.36,1.00,0.00
Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Valladolid,es La Liga,20.00,30.30,25.41,770.00,1419.00,0.66,20.00,0.40,12.00,5.00,0.20,6.00,83.30,0.00,0.10,0.03,1.00,0.07,2.00,0.07,2.00,1.35,41.00,0.13,1.00,1.00
Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22.00,6.50,37.69,245.00,344.00,19.38,126.00,1.38,9.00,8.00,2.46,16.00,50.00,0.02,0.10,0.00,0.00,2.62,17.00,0.62,4.00,2.00,13.00,1.84,11.00,6.00
Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,23.00,27.00,44.81,1210.00,1791.00,1.85,50.00,0.63,17.00,8.00,0.41,11.00,72.70,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.00,1.78,48.00,0.22,0.00,0.00
Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,32.00,25.50,25.06,639.00,1137.00,1.10,28.00,0.75,19.00,0.00,0.00,0.00,,0.00,0.10,0.00,0.00,0.08,2.00,0.16,4.00,1.02,26.00,0.24,2.00,0.00
Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,22.00,5.50,27.27,150.00,251.00,1.09,6.00,0.73,4.00,1.00,0.18,1.00,100.00,0.02,0.10,0.00,0.00,0.00,0.00,0.18,1.00,0.55,3.00,0.72,0.00,0.00
Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,18.00,3.60,34.17,123.00,205.00,15.28,55.00,1.11,4.00,4.00,3.06,11.00,36.40,0.08,0.30,0.00,0.00,2.22,8.00,1.11,4.00,0.56,2.00,1.94,5.00,3.00
Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,28.00,26.50,61.36,1626.00,2244.00,24.98,662.00,1.17,31.00,30.00,1.70,45.00,66.70,0.09,2.50,0.11,3.00,2.38,63.00,1.28,34.00,4.23,112.00,2.64,47.00,16.00
Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,28.00,12.50,43.28,541.00,840.00,3.04,38.00,1.36,17.00,12.00,1.12,14.00,85.70,0.05,0.60,0.00,0.00,0.08,1.00,0.16,2.00,2.56,32.00,0.40,1.00,0.00
Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,28.00,6.90,47.25,326.00,474.00,16.09,111.00,0.72,5.00,13.00,2.32,16.00,81.30,0.01,0.10,0.00,0.00,1.01,7.00,0.29,2.00,1.88,13.00,0.73,7.00,0.00
Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,24.00,17.20,35.29,607.00,935.00,4.36,75.00,0.64,11.00,4.00,0.35,6.00,66.70,0.02,0.40,0.06,1.00,0.12,2.00,0.29,5.00,2.73,47.00,0.58,2.00,0.00
Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21.00,2.00,48.00,96.00,157.00,19.50,39.00,3.00,6.00,5.00,3.50,7.00,71.40,0.15,0.30,0.00,0.00,1.50,3.00,2.00,4.00,3.00,6.00,2.01,2.00,1.00
Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,27.00,24.00,53.25,1278.00,1683.00,25.08,602.00,1.92,46.00,52.00,4.04,97.00,53.60,0.09,2.10,0.13,3.00,1.71,41.00,0.67,16.00,2.92,70.00,1.95,27.00,14.00
Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,20.00,16.20,59.88,970.00,1303.00,4.20,68.00,0.25,4.00,4.00,0.31,5.00,80.00,0.01,0.10,0.06,1.00,0.25,4.00,0.12,2.00,4.32,70.00,0.43,3.00,1.00
Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,es La Liga,22.00,15.10,32.98,498.00,817.00,19.27,291.00,0.99,15.00,2.00,0.79,12.00,16.70,0.09,1.40,0.00,0.00,2.85,43.00,0.99,15.00,2.05,31.00,1.85,28.00,15.00
Stefan Savic\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,28.00,22.00,34.73,764.00,1225.00,1.00,22.00,0.27,6.00,4.00,0.23,5.00,80.00,0.00,0.10,0.09,2.00,0.18,4.00,0.09,2.00,2.86,63.00,0.23,4.00,0.00
Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,eng Premier League,27.00,18.60,30.32,564.00,1016.00,4.62,86.00,0.81,15.00,16.00,1.02,19.00,84.20,0.01,0.10,0.00,0.00,0.27,5.00,0.22,4.00,3.87,72.00,0.86,4.00,1.00
Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,eng Premier League,30.00,4.00,38.25,153.00,232.00,22.50,90.00,2.50,10.00,6.00,2.25,9.00,66.70,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,1.00,4.00,0.75,3.00,1.00
Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22.00,21.50,24.47,526.00,1114.00,1.26,27.00,0.47,10.00,6.00,0.33,7.00,85.70,0.00,0.00,0.09,2.00,0.23,5.00,0.05,1.00,1.77,38.00,0.23,4.00,1.00
Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19.00,4.10,34.39,141.00,247.00,5.61,23.00,1.46,6.00,4.00,0.98,4.00,100.00,0.07,0.30,0.00,0.00,0.00,0.00,0.73,3.00,2.68,11.00,1.45,0.00,0.00
Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,31.00,0.70,61.43,43.00,58.00,22.86,16.00,4.29,3.00,0.00,0.00,0.00,,0.29,0.20,0.00,0.00,2.86,2.00,2.86,2.00,4.29,3.00,2.73,2.00,0.00
Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,de Bundesliga,29.00,31.50,37.05,1167.00,1906.00,20.16,635.00,1.65,52.00,13.00,1.14,36.00,36.10,0.08,2.50,0.06,2.00,1.33,42.00,0.89,28.00,2.70,85.00,2.09,29.00,13.00
Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,24.00,12.90,40.93,528.00,884.00,17.60,227.00,0.62,8.00,2.00,0.62,8.00,25.00,0.08,1.00,0.00,0.00,2.33,30.00,1.16,15.00,5.43,70.00,1.94,20.00,10.00
Sebastian Schonlau\Sebastian-Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24.00,23.00,48.91,1125.00,1760.00,1.61,37.00,0.57,13.00,9.00,0.43,10.00,90.00,0.00,0.00,0.04,1.00,0.00,0.00,0.04,1.00,1.74,40.00,0.43,0.00,0.00
Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,26.00,6.60,61.36,405.00,515.00,25.76,170.00,2.88,19.00,6.00,1.67,11.00,54.50,0.03,0.20,0.00,0.00,1.06,7.00,0.61,4.00,3.18,21.00,1.52,5.00,2.00
Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,es La Liga,27.00,9.00,29.56,266.00,483.00,1.56,14.00,0.33,3.00,4.00,0.44,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,2.33,21.00,0.55,0.00,0.00
Ken Sema\Ken-Sema,se SWE,DFMF,Udinese,it Serie A,25.00,27.30,33.55,916.00,1352.00,19.78,540.00,2.09,57.00,49.00,3.22,88.00,55.70,0.14,3.90,0.00,0.00,2.78,76.00,1.54,42.00,1.28,35.00,2.64,44.00,32.00
Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25.00,23.30,64.72,1508.00,1904.00,26.52,618.00,2.45,57.00,45.00,2.92,68.00,66.20,0.09,2.20,0.09,2.00,1.07,25.00,0.56,13.00,3.95,92.00,1.37,23.00,2.00
Alessandro Semprini\Alessandro-Semprini,it ITA,DF,Brescia,it Serie A,21.00,7.00,34.86,244.00,424.00,14.29,100.00,0.57,4.00,5.00,1.00,7.00,71.40,0.06,0.40,0.00,0.00,1.14,8.00,1.00,7.00,2.57,18.00,1.57,6.00,2.00
Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19.00,3.80,44.21,168.00,238.00,23.42,89.00,2.37,9.00,2.00,0.79,3.00,66.70,0.00,0.00,0.00,0.00,0.79,3.00,0.53,2.00,3.42,13.00,1.05,2.00,1.00
Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24.00,19.30,52.64,1016.00,1484.00,24.30,469.00,1.76,34.00,24.00,1.71,33.00,72.70,0.07,1.30,0.05,1.00,1.61,31.00,1.04,20.00,3.11,60.00,2.18,25.00,6.00
Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26.00,0.50,72.00,36.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,7.00,2.00,0.00,0.00
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,eng Premier League,27.00,20.30,43.55,884.00,1420.00,20.05,407.00,0.94,19.00,14.00,1.28,26.00,53.80,0.10,2.10,0.00,0.00,1.53,31.00,0.94,19.00,2.76,56.00,1.73,20.00,11.00
Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,29.00,13.10,52.21,684.00,992.00,2.52,33.00,0.69,9.00,7.00,0.69,9.00,77.80,0.00,0.00,0.00,0.00,0.23,3.00,0.08,1.00,2.21,29.00,0.54,3.00,0.00
Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28.00,2.60,31.15,81.00,121.00,8.85,23.00,0.77,2.00,0.00,0.38,1.00,0.00,0.00,0.00,0.00,0.00,1.54,4.00,0.38,1.00,1.15,3.00,0.39,2.00,2.00
Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,25.00,30.90,33.17,1025.00,1628.00,15.47,478.00,1.42,44.00,20.00,0.97,30.00,66.70,0.07,2.10,0.10,3.00,2.01,62.00,0.91,28.00,2.46,76.00,1.49,37.00,25.00
Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,34.00,17.50,74.74,1308.00,1666.00,3.26,57.00,0.46,8.00,3.00,0.40,7.00,42.90,0.00,0.00,0.06,1.00,0.29,5.00,0.00,0.00,5.54,97.00,0.74,5.00,0.00
Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19.00,16.70,40.84,682.00,1070.00,11.74,196.00,1.02,17.00,21.00,1.80,30.00,70.00,0.04,0.70,0.00,0.00,0.96,16.00,0.66,11.00,3.59,60.00,1.38,11.00,5.00
Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,22.00,2.70,25.56,69.00,129.00,1.85,5.00,0.37,1.00,2.00,1.11,3.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,5.00,0.00,0.00,0.00
Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,18.00,1.50,44.00,66.00,85.00,22.67,34.00,5.33,8.00,4.00,2.67,4.00,100.00,0.07,0.10,0.00,0.00,0.67,1.00,2.00,3.00,0.67,1.00,3.41,1.00,0.00
Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24.00,10.10,58.22,588.00,828.00,12.48,126.00,0.59,6.00,10.00,1.68,17.00,58.80,0.07,0.70,0.50,5.00,0.79,8.00,0.89,9.00,3.96,40.00,1.58,6.00,2.00
Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,30.00,21.30,23.76,506.00,1077.00,3.24,69.00,1.31,28.00,9.00,0.56,12.00,75.00,0.00,0.10,0.05,1.00,0.19,4.00,0.09,2.00,2.54,54.00,0.56,3.00,1.00
Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23.00,29.00,41.69,1209.00,1686.00,21.52,624.00,2.59,75.00,41.00,2.45,71.00,57.70,0.16,4.70,0.14,4.00,1.79,52.00,1.86,54.00,1.86,54.00,3.04,37.00,15.00
Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24.00,29.20,58.42,1706.00,2211.00,5.45,159.00,0.55,16.00,10.00,0.38,11.00,90.90,0.01,0.30,0.03,1.00,0.48,14.00,0.24,7.00,4.76,139.00,0.86,14.00,0.00
Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,29.00,28.50,40.35,1150.00,1748.00,2.84,81.00,1.68,48.00,7.00,0.32,9.00,77.80,0.04,1.20,0.00,0.00,0.07,2.00,0.35,10.00,2.25,64.00,0.84,2.00,0.00
