Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,28.00,22.80,35.00,798.00,1326.00,16.14,368.00,1.10,25.00,26.00,2.28,52.00,50.00,0.04,0.90,0.04,1.00,0.57,13.00,0.44,10.00,2.68,61.00,0.83,11.00,2.00
Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,27.00,2.80,36.43,102.00,161.00,21.07,59.00,0.71,2.00,2.00,0.71,2.00,100.00,0.00,0.00,0.00,0.00,1.07,3.00,0.36,1.00,1.79,5.00,1.08,2.00,1.00
Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,27.00,14.50,31.93,463.00,910.00,17.93,260.00,1.17,17.00,3.00,0.48,7.00,42.90,0.08,1.20,0.00,0.00,2.14,31.00,0.97,14.00,2.41,35.00,1.58,19.00,12.00
Rafa Soares\Rafa-Soares,pt POR,DFMF,Eibar,es La Liga,24.00,4.80,25.83,124.00,255.00,16.88,81.00,0.21,1.00,1.00,0.63,3.00,33.30,0.04,0.20,0.00,0.00,2.71,13.00,1.25,6.00,1.88,9.00,1.66,8.00,5.00
Lasse Sobiech\Lasse-Sobiech,de GER,DF,Köln,de Bundesliga,28.00,1.00,20.00,20.00,54.00,7.00,7.00,2.00,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,19.00,0.10,40.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27.00,4.60,63.04,290.00,386.00,1.30,6.00,0.87,4.00,1.00,0.43,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,8.00,0.14,0.00,0.00
Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Genoa,it Serie A,27.00,7.10,33.10,235.00,387.00,1.13,8.00,0.70,5.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,4.00,0.22,0.00,0.00
Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27.00,22.40,36.12,809.00,1335.00,19.15,429.00,1.25,28.00,23.00,2.14,48.00,47.90,0.05,1.10,0.04,1.00,0.67,15.00,0.58,13.00,2.32,52.00,1.70,13.00,2.00
Çaglar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,23.00,33.70,54.96,1852.00,2630.00,2.46,83.00,0.98,33.00,18.00,0.65,22.00,81.80,0.01,0.30,0.00,0.00,0.09,3.00,0.12,4.00,3.38,114.00,0.39,3.00,0.00
Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,26.00,17.20,47.50,817.00,1187.00,23.66,407.00,3.78,65.00,24.00,2.62,45.00,53.30,0.17,2.90,0.06,1.00,1.92,33.00,1.34,23.00,1.98,34.00,3.31,24.00,9.00
Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,22.00,23.50,32.00,752.00,1261.00,2.13,50.00,0.68,16.00,9.00,0.55,13.00,69.20,0.03,0.60,0.00,0.00,0.13,3.00,0.13,3.00,1.83,43.00,0.38,2.00,1.00
Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,eng Premier League,23.00,17.20,31.98,550.00,961.00,13.72,236.00,1.51,26.00,16.00,1.51,26.00,61.50,0.13,2.20,0.00,0.00,0.47,8.00,0.58,10.00,2.44,42.00,0.93,6.00,2.00
Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25.00,4.40,31.59,139.00,246.00,13.86,61.00,0.23,1.00,4.00,1.14,5.00,80.00,0.05,0.20,0.00,0.00,2.05,9.00,0.68,3.00,2.73,12.00,2.49,5.00,4.00
Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28.00,9.00,37.78,340.00,557.00,1.33,12.00,0.00,0.00,4.00,0.56,5.00,80.00,0.00,0.00,0.11,1.00,0.22,2.00,0.00,0.00,3.44,31.00,0.22,2.00,0.00
Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,24.00,19.20,36.41,699.00,1088.00,2.34,45.00,0.94,18.00,5.00,0.42,8.00,62.50,0.03,0.50,0.05,1.00,0.16,3.00,0.16,3.00,2.86,55.00,0.57,3.00,0.00
Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,25.00,27.20,31.69,862.00,1545.00,1.62,44.00,0.59,16.00,8.00,0.44,12.00,66.70,0.04,1.20,0.11,3.00,0.37,10.00,0.29,8.00,3.09,84.00,0.55,10.00,0.00
Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29.00,37.20,39.70,1477.00,2300.00,24.92,927.00,2.20,82.00,61.00,2.31,86.00,70.90,0.12,4.60,0.03,1.00,1.64,61.00,0.89,33.00,2.82,105.00,1.80,51.00,10.00
John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,25.00,12.50,69.28,866.00,1100.00,4.56,57.00,0.88,11.00,3.00,0.32,4.00,75.00,0.01,0.10,0.00,0.00,0.08,1.00,0.16,2.00,6.40,80.00,0.88,1.00,0.00
Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31.00,15.10,30.40,459.00,838.00,2.58,39.00,0.99,15.00,1.00,0.07,1.00,100.00,0.08,1.20,0.13,2.00,0.13,2.00,0.60,9.00,3.31,50.00,1.06,2.00,0.00
Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,28.00,31.00,43.29,1342.00,1831.00,18.55,575.00,1.10,34.00,19.00,1.03,32.00,59.40,0.06,2.00,0.03,1.00,2.52,78.00,0.81,25.00,2.97,92.00,1.68,50.00,28.00
Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,31.00,28.80,28.02,807.00,1775.00,19.86,572.00,0.59,17.00,23.00,1.22,35.00,65.70,0.08,2.30,0.00,0.00,2.08,60.00,1.11,32.00,4.65,134.00,2.60,42.00,18.00
Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,23.00,0.70,22.86,16.00,37.00,4.29,3.00,1.43,1.00,0.00,1.43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Neven Subotic\Neven-Subotic,rs SRB,DF,Union Berlin,de Bundesliga,30.00,21.80,23.44,511.00,1005.00,3.21,70.00,0.64,14.00,3.00,0.23,5.00,60.00,0.01,0.30,0.00,0.00,0.23,5.00,0.28,6.00,2.75,60.00,0.55,5.00,0.00
Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,31.00,4.40,33.41,147.00,233.00,0.91,4.00,0.23,1.00,1.00,0.23,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,6.00,0.00,0.00,0.00
Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,23.00,7.10,77.32,549.00,680.00,2.68,19.00,0.70,5.00,2.00,0.28,2.00,100.00,0.07,0.50,0.14,1.00,0.56,4.00,0.28,2.00,6.20,44.00,0.98,4.00,0.00
Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30.00,15.00,26.87,403.00,681.00,0.73,11.00,0.40,6.00,2.00,0.20,3.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,14.00,0.20,0.00,0.00
Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19.00,3.10,45.16,140.00,205.00,14.52,45.00,0.97,3.00,3.00,1.29,4.00,75.00,0.03,0.10,0.00,0.00,0.97,3.00,0.32,1.00,3.87,12.00,0.64,2.00,1.00
Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32.00,14.90,40.67,606.00,997.00,19.06,284.00,0.74,11.00,5.00,0.54,8.00,62.50,0.04,0.60,0.07,1.00,1.41,21.00,0.87,13.00,4.97,74.00,2.08,16.00,5.00
Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25.00,28.00,37.50,1050.00,1877.00,16.43,460.00,1.68,47.00,27.00,1.71,48.00,56.30,0.05,1.50,0.04,1.00,1.39,39.00,0.79,22.00,2.68,75.00,1.32,24.00,15.00
Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21.00,2.60,15.38,40.00,93.00,1.15,3.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,1.00,0.00,0.00,0.00
Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23.00,23.20,73.41,1703.00,2298.00,2.84,66.00,0.43,10.00,13.00,0.69,16.00,81.30,0.02,0.50,0.04,1.00,0.26,6.00,0.17,4.00,4.44,103.00,0.56,5.00,1.00
Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20.00,5.80,29.48,171.00,320.00,6.55,38.00,0.34,2.00,7.00,1.72,10.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,9.00,0.34,0.00,0.00
Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20.00,11.80,78.39,925.00,1220.00,1.61,19.00,0.34,4.00,5.00,0.68,8.00,62.50,0.02,0.20,0.08,1.00,0.00,0.00,0.08,1.00,2.97,35.00,0.43,0.00,0.00
Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23.00,25.50,32.67,833.00,1501.00,16.39,418.00,1.29,33.00,10.00,0.90,23.00,43.50,0.11,2.70,0.00,0.00,1.65,42.00,1.02,26.00,2.98,76.00,2.12,30.00,12.00
Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23.00,10.60,15.28,162.00,353.00,1.13,12.00,0.47,5.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.09,1.00,0.09,1.00,0.85,9.00,0.19,1.00,0.00
James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26.00,38.00,21.89,832.00,1813.00,2.92,111.00,1.89,72.00,15.00,0.42,16.00,93.80,0.05,2.00,0.00,0.00,0.24,9.00,0.37,14.00,1.82,69.00,0.68,9.00,0.00
Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,25.00,21.60,30.42,657.00,1321.00,17.36,375.00,0.46,10.00,19.00,1.81,39.00,48.70,0.06,1.30,0.09,2.00,1.81,39.00,0.60,13.00,2.22,48.00,0.97,22.00,17.00
Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,30.00,12.10,30.00,363.00,631.00,10.25,124.00,0.41,5.00,2.00,0.25,3.00,66.70,0.02,0.20,0.00,0.00,0.41,5.00,0.41,5.00,1.82,22.00,0.82,4.00,1.00
Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,de Bundesliga,28.00,1.20,20.00,24.00,41.00,3.33,4.00,0.83,1.00,1.00,0.83,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,23.00,16.10,30.50,491.00,940.00,15.47,249.00,0.50,8.00,5.00,0.56,9.00,55.60,0.06,0.90,0.06,1.00,2.73,44.00,0.81,13.00,3.48,56.00,1.55,29.00,15.00
Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,22.00,7.60,38.55,293.00,444.00,14.74,112.00,0.92,7.00,3.00,0.66,5.00,60.00,0.08,0.60,0.00,0.00,1.18,9.00,1.05,8.00,3.03,23.00,2.10,5.00,4.00
Aleksa Terzic\Aleksa-Terzic,rs SRB,DF,Fiorentina,it Serie A,19.00,0.10,60.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00
Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,23.00,11.90,57.06,679.00,995.00,24.62,293.00,2.10,25.00,11.00,1.68,20.00,55.00,0.10,1.20,0.08,1.00,1.76,21.00,1.01,12.00,3.95,47.00,2.43,15.00,6.00
Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17.00,0.80,40.00,32.00,49.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,3.00,0.00,0.00,0.00
Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,,3.00,51.00,153.00,220.00,30.67,92.00,1.67,5.00,2.00,1.00,3.00,66.70,0.30,0.90,0.00,0.00,5.67,17.00,3.00,9.00,2.67,8.00,5.06,9.00,8.00
Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31.00,26.00,34.19,889.00,1425.00,1.00,26.00,0.69,18.00,3.00,0.12,3.00,100.00,0.00,0.10,0.00,0.00,0.04,1.00,0.15,4.00,1.85,48.00,0.35,1.00,0.00
Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,de Bundesliga,24.00,25.10,42.23,1060.00,1235.00,24.42,613.00,2.87,72.00,47.00,2.75,69.00,68.10,0.16,3.90,0.12,3.00,1.63,41.00,1.59,40.00,1.75,44.00,3.51,27.00,14.00
Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22.00,11.00,38.36,422.00,664.00,17.91,197.00,1.55,17.00,12.00,1.45,16.00,75.00,0.10,1.10,0.09,1.00,1.18,13.00,0.55,6.00,2.00,22.00,1.00,8.00,5.00
Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26.00,13.40,39.93,535.00,897.00,4.33,58.00,1.19,16.00,9.00,0.82,11.00,81.80,0.02,0.30,0.07,1.00,0.45,6.00,0.22,3.00,3.96,53.00,0.75,5.00,1.00
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19.00,0.90,50.00,45.00,63.00,0.00,0.00,0.00,0.00,0.00,1.11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,2.00,0.00,0.00,0.00
Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19.00,4.10,51.95,213.00,331.00,2.93,12.00,1.22,5.00,9.00,2.44,10.00,90.00,0.02,0.10,0.00,0.00,0.00,0.00,0.24,1.00,4.88,20.00,0.49,0.00,0.00
Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24.00,24.30,49.55,1204.00,1723.00,19.14,465.00,2.35,57.00,20.00,1.15,28.00,71.40,0.10,2.50,0.00,0.00,1.28,31.00,1.19,29.00,3.09,75.00,1.77,24.00,7.00
Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,28.00,29.00,45.97,1333.00,1981.00,8.34,242.00,1.31,38.00,16.00,0.72,21.00,76.20,0.06,1.80,0.10,3.00,0.55,16.00,0.52,15.00,5.24,152.00,1.35,16.00,0.00
Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20.00,28.10,43.84,1232.00,1985.00,15.94,448.00,1.03,29.00,30.00,1.67,47.00,63.80,0.04,1.10,0.04,1.00,0.64,18.00,0.50,14.00,4.95,139.00,1.28,14.00,4.00
James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30.00,17.60,25.91,456.00,857.00,1.93,34.00,1.19,21.00,1.00,0.06,1.00,100.00,0.01,0.10,0.00,0.00,0.06,1.00,0.11,2.00,1.19,21.00,0.28,1.00,0.00
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21.00,14.30,67.06,959.00,1277.00,3.50,50.00,0.56,8.00,7.00,0.77,11.00,63.60,0.01,0.20,0.07,1.00,0.28,4.00,0.28,4.00,3.99,57.00,0.98,4.00,0.00
Nenad Tomovic\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31.00,19.50,37.08,723.00,1132.00,7.54,147.00,0.82,16.00,4.00,0.36,7.00,57.10,0.02,0.30,0.05,1.00,0.51,10.00,0.46,9.00,2.67,52.00,0.97,8.00,2.00
Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29.00,7.80,36.67,286.00,437.00,2.82,22.00,0.51,4.00,6.00,0.77,6.00,100.00,0.00,0.00,0.00,0.00,0.13,1.00,0.00,0.00,3.33,26.00,0.13,1.00,0.00
Toño\Tono,es ESP,DF,Levante,es La Liga,29.00,17.70,41.58,736.00,1104.00,15.25,270.00,1.13,20.00,27.00,2.26,40.00,67.50,0.09,1.60,0.17,3.00,1.81,32.00,1.02,18.00,2.88,51.00,2.04,22.00,10.00
Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30.00,7.90,48.86,386.00,567.00,4.30,34.00,0.63,5.00,5.00,0.63,5.00,100.00,0.00,0.00,0.00,0.00,0.63,5.00,0.00,0.00,2.78,22.00,0.25,3.00,2.00
Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22.00,33.00,49.48,1633.00,2313.00,1.15,38.00,0.52,17.00,10.00,0.39,13.00,76.90,0.05,1.60,0.09,3.00,0.12,4.00,0.24,8.00,3.09,102.00,0.51,4.00,0.00
Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21.00,16.20,41.48,672.00,1016.00,2.84,46.00,0.74,12.00,10.00,0.99,16.00,62.50,0.02,0.40,0.06,1.00,0.12,2.00,0.31,5.00,2.35,38.00,0.74,2.00,0.00
Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23.00,16.60,32.83,545.00,895.00,14.16,235.00,1.33,22.00,20.00,1.51,25.00,80.00,0.12,2.00,0.00,0.00,1.93,32.00,1.27,21.00,2.83,47.00,1.81,20.00,12.00
Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27.00,19.30,37.41,722.00,1321.00,13.16,254.00,0.36,7.00,16.00,1.24,24.00,66.70,0.01,0.20,0.05,1.00,0.88,17.00,0.36,7.00,4.04,78.00,0.78,14.00,3.00
Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27.00,26.80,43.43,1164.00,1834.00,15.71,421.00,1.38,37.00,25.00,1.60,43.00,58.10,0.08,2.10,0.11,3.00,1.83,49.00,1.27,34.00,2.99,80.00,2.31,34.00,15.00
Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32.00,22.80,36.01,821.00,1251.00,2.46,56.00,0.79,18.00,8.00,0.35,8.00,100.00,0.00,0.10,0.09,2.00,0.18,4.00,0.13,3.00,1.80,41.00,0.48,4.00,0.00
Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26.00,16.40,38.23,627.00,1005.00,13.96,229.00,0.73,12.00,24.00,2.26,37.00,64.90,0.05,0.90,0.06,1.00,1.04,17.00,0.61,10.00,2.87,47.00,1.16,13.00,4.00
Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32.00,31.80,25.63,815.00,1891.00,17.96,571.00,0.60,19.00,22.00,1.04,33.00,66.70,0.15,4.70,0.00,0.00,1.26,40.00,2.01,64.00,1.76,56.00,2.45,24.00,16.00
Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20.00,1.50,42.67,64.00,88.00,12.67,19.00,0.00,0.00,2.00,2.00,3.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00
Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28.00,22.00,40.45,890.00,1492.00,23.73,522.00,1.00,22.00,14.00,0.95,21.00,66.70,0.16,3.50,0.09,2.00,2.91,64.00,1.91,42.00,2.82,62.00,3.14,52.00,12.00
William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25.00,28.60,28.25,808.00,1324.00,0.84,24.00,0.35,10.00,4.00,0.14,4.00,100.00,0.00,0.10,0.00,0.00,0.10,3.00,0.07,2.00,2.03,58.00,0.38,3.00,0.00
Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21.00,2.10,53.81,113.00,166.00,12.38,26.00,0.00,0.00,0.00,1.43,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,8.00,0.95,0.00,0.00
Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23.00,12.20,33.44,408.00,751.00,12.05,147.00,0.57,7.00,20.00,2.05,25.00,80.00,0.06,0.70,0.08,1.00,1.23,15.00,0.57,7.00,2.13,26.00,1.31,11.00,4.00
Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25.00,10.50,64.38,676.00,899.00,2.00,21.00,0.19,2.00,4.00,0.57,6.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.43,57.00,0.47,0.00,0.00
Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20.00,26.20,60.95,1597.00,2240.00,2.98,78.00,0.99,26.00,26.00,1.22,32.00,81.30,0.03,0.80,0.08,2.00,0.38,10.00,0.31,8.00,6.22,163.00,1.11,10.00,0.00
Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20.00,8.70,27.93,243.00,455.00,17.36,151.00,1.15,10.00,12.00,2.87,25.00,48.00,0.09,0.80,0.00,0.00,0.34,3.00,0.23,2.00,0.69,6.00,0.81,2.00,1.00
Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23.00,35.40,23.28,824.00,1528.00,1.84,65.00,0.56,20.00,7.00,0.25,9.00,77.80,0.02,0.60,0.00,0.00,0.11,4.00,0.11,4.00,1.75,62.00,0.40,2.00,2.00
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22.00,1.80,50.00,90.00,124.00,3.33,6.00,0.56,1.00,1.00,0.56,1.00,100.00,0.00,0.00,0.00,0.00,0.56,1.00,0.00,0.00,3.89,7.00,0.00,1.00,0.00
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22.00,7.00,24.43,171.00,282.00,0.71,5.00,0.29,2.00,1.00,0.14,1.00,100.00,0.03,0.20,0.00,0.00,0.14,1.00,0.14,1.00,1.29,9.00,0.14,1.00,0.00
Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26.00,31.40,43.50,1366.00,1949.00,1.88,59.00,0.57,18.00,10.00,0.51,16.00,62.50,0.02,0.50,0.03,1.00,0.16,5.00,0.19,6.00,2.58,81.00,0.35,3.00,2.00
Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19.00,1.70,32.35,55.00,88.00,22.35,38.00,1.18,2.00,1.00,2.35,4.00,25.00,0.06,0.10,0.00,0.00,2.94,5.00,1.18,2.00,0.00,0.00,2.38,3.00,2.00
Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23.00,3.60,47.22,170.00,245.00,4.17,15.00,0.28,1.00,1.00,0.56,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,11.00,0.27,0.00,0.00
Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26.00,14.70,37.48,551.00,925.00,14.42,212.00,0.75,11.00,15.00,1.56,23.00,65.20,0.03,0.40,0.00,0.00,0.41,6.00,0.48,7.00,2.18,32.00,1.15,5.00,1.00
Miloš Veljkovic\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,23.00,22.80,39.47,900.00,1393.00,2.63,60.00,0.75,17.00,2.00,0.09,2.00,100.00,0.04,0.80,0.04,1.00,0.22,5.00,0.26,6.00,4.25,97.00,0.61,5.00,0.00
Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,24.00,9.50,41.16,391.00,563.00,13.47,128.00,1.26,12.00,6.00,1.26,12.00,50.00,0.07,0.70,0.00,0.00,1.79,17.00,0.84,8.00,4.00,38.00,1.57,11.00,6.00
Brayan Vera\Brayan-Vera,co COL,DFMF,Lecce,it Serie A,20.00,1.70,50.00,85.00,106.00,27.06,46.00,2.35,4.00,1.00,1.18,2.00,50.00,0.12,0.20,0.00,0.00,1.18,2.00,1.76,3.00,1.18,2.00,1.74,1.00,1.00
Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32.00,18.30,45.52,833.00,1327.00,4.59,84.00,0.33,6.00,2.00,0.27,5.00,40.00,0.05,0.90,0.00,0.00,0.00,0.00,0.16,3.00,3.06,56.00,0.44,0.00,0.00
Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,26.00,16.60,34.94,580.00,1040.00,2.89,48.00,0.90,15.00,3.00,0.30,5.00,60.00,0.01,0.10,0.12,2.00,0.24,4.00,0.24,4.00,3.49,58.00,0.36,4.00,0.00
Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,25.00,29.00,28.72,833.00,1492.00,1.41,41.00,0.59,17.00,4.00,0.21,6.00,66.70,0.02,0.60,0.03,1.00,0.03,1.00,0.10,3.00,2.21,64.00,0.62,1.00,0.00
Francesco Vicari\Francesco-Vicari,it ITA,DF,SPAL,it Serie A,24.00,32.20,30.62,986.00,1574.00,0.96,31.00,0.40,13.00,1.00,0.06,2.00,50.00,0.01,0.20,0.00,0.00,0.03,1.00,0.09,3.00,1.86,60.00,0.40,1.00,0.00
Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,19.00,1.00,29.00,29.00,54.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,24.00,25.90,35.52,920.00,1542.00,14.98,388.00,0.97,25.00,27.00,1.39,36.00,75.00,0.05,1.40,0.04,1.00,1.97,51.00,0.73,19.00,2.70,70.00,1.35,36.00,15.00
Dídac Vilà\Didac-Vila,es ESP,DF,Espanyol,es La Liga,30.00,27.70,32.92,912.00,1573.00,13.25,367.00,1.30,36.00,13.00,0.76,21.00,61.90,0.05,1.50,0.04,1.00,0.97,27.00,0.69,19.00,2.13,59.00,1.26,19.00,8.00
