Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
179,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,0.07,1.4,4.87,91,79.7,0.75,14,686,36.68,48,2.57,26,1.39,166.52,3114,0.12,50,2.67,60,0.6
180,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,0,0,5.78,26,83.5,0.44,2,240,53.33,19,4.22,9,2.02,121.78,548,0.02,3,0.67,33.3,0.2
181,Mario Balotelli\Mario-Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,0.03,0.4,2.56,40,64.7,0.51,8,628,40.26,24,1.54,33,2.12,63.14,985,0.1,22,1.41,50,7.2
182,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0.05,0.3,5.16,32,74.2,0.48,3,190,30.65,10,1.61,3,0.49,61.94,384,0.03,4,0.65,100,0
183,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,21.5,0.11,2.3,4.37,94,80.5,1.63,35,983,45.72,61,2.84,76,3.53,180.84,3888,0.06,80,3.72,60,5.1
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,0.19,5.1,11.05,304,82.2,2.15,59,2158,78.47,268,9.75,115,4.18,207.93,5718,0.04,63,2.29,71.4,3
185,Mattia Bani\Mattia-Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,0,0,2.65,65,81.9,0.04,1,854,34.86,59,2.41,8,0.33,95.55,2341,0.2,4,0.16,50,3.3
186,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,0.09,0.2,6.82,15,73.1,1.82,4,114,51.82,4,1.82,6,2.78,165.45,364,0.03,6,2.73,100,0.1
187,Antonín Barák\Antonin-Barak,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,0.09,1.4,4.21,64,81.5,1.05,16,766,50.39,55,3.62,41,2.7,170.26,2588,0.09,24,1.58,41.7,3.2
188,Federico Barba\Federico-Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,0.02,0.1,6.2,31,67,0.4,2,161,32.2,20,4,3,0.6,61.2,306,0.04,2,0.4,50,0
189,Danilo Barbosa\Danilo-Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,12.5,0.03,0.4,3.92,49,91.4,0.56,7,745,59.6,66,5.28,17,1.36,197.28,2466,0.08,16,1.28,62.5,0.4
190,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0.2,0.1,2,1,85.1,4,2,36,72,1,2,2,4,228,114,,0,0,,0
191,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,0.08,1.9,4.43,104,73.3,1.19,28,995,42.34,59,2.51,66,2.81,115.53,2715,0.08,59,2.51,64.4,4.5
192,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,0.03,0.7,5.33,112,66.8,0.33,7,520,24.76,67,3.19,16,0.76,56.95,1196,0.02,8,0.38,62.5,0.2
193,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,0.07,1.6,7.19,161,82.1,0.98,22,1192,53.21,124,5.54,55,2.46,147.9,3313,0.07,62,2.77,64.5,1.7
194,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0.02,0.1,4.62,30,76.1,0.31,2,215,33.08,30,4.62,5,0.77,71.23,463,0.04,7,1.08,85.7,0.2
195,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,31,1988,18.8,0.11,2.1,2.34,44,77.2,0.8,15,544,28.94,30,1.6,22,1.17,62.39,1173,0.08,17,0.9,41.2,1.2
196,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,3.5,0.29,1,4,14,69.7,0.86,3,158,45.14,2,0.57,10,2.88,182.29,638,0.08,17,4.86,64.7,0.5
197,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,0.22,2.7,4.31,53,87.7,2.03,25,695,56.5,53,4.31,46,3.75,151.14,1859,0.05,42,3.41,78.6,2.1
198,Aymen Barkok\Aymen-Barkok,de GER,FWMF,Düsseldorf,de Bundesliga,21,1998,0.9,0,0,4.44,4,58.6,0,0,34,37.78,3,3.33,0,0,47.78,43,,1,1.11,0,0
199,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15,0.03,0.5,1.53,23,61.3,0.27,4,706,47.07,5,0.33,19,1.26,30.13,452,0.12,17,1.13,64.7,5.6
200,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,23.1,0.15,3.5,3.94,91,76.7,1.34,31,1114,48.23,34,1.47,77,3.33,187.32,4327,0.14,78,3.38,47.4,8.4
201,Antonio Barragán\Antonio-Barragan,es ESP,DF,Betis,es La Liga,32,1987,7.1,0.08,0.6,7.18,51,82,1.13,8,380,53.52,21,2.96,19,2.67,97.18,690,0.04,4,0.56,75,0.1
202,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Genoa,it Serie A,24,1995,12.2,0.03,0.4,4.84,59,66.5,0.41,5,353,28.93,11,0.9,14,1.15,95,1159,0.03,20,1.64,35,0.2
203,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,0.02,0.2,4.13,43,74.7,0.48,5,272,26.15,27,2.6,14,1.34,49.04,510,0.05,8,0.77,50,0.4
204,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,4.9,0.1,0.5,3.27,16,72.8,2.04,10,272,55.51,9,1.84,19,3.87,231.22,1133,0.05,45,9.18,48.9,0.8
205,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1,0,0,3,3,84.8,0,0,32,32,4,4,2,2,37,37,0.03,0,0,,0
206,Musa Barrow\Musa-Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15,0.21,3.2,3.87,58,72.1,2.33,35,801,53.4,35,2.33,81,5.38,173.4,2601,0.08,68,4.53,63.2,5.9
207,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,2.1,0.29,0.6,1.9,4,82.7,1.43,3,148,70.48,2,0.95,12,5.68,100.48,211,0.1,6,2.86,83.3,1.8
208,Fin Bartels\Fin-Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,32,1987,3.8,0.11,0.4,5,19,74.2,1.05,4,180,47.37,8,2.11,11,2.91,108.68,413,0.06,10,2.63,60,0.4
209,Marc Bartra\Marc-Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,28,0.04,1,2.46,69,86.9,0.11,3,1336,47.71,79,2.82,12,0.43,129.82,3635,0.08,19,0.68,68.4,1.6
210,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,0.07,1,5.85,83,80.7,1.2,17,533,37.54,38,2.68,28,1.97,100.07,1421,0.09,20,1.41,65,0.7
211,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36,0.03,1,2.53,91,74.2,0.33,12,989,27.47,67,1.86,25,0.69,80.97,2915,0.08,32,0.89,84.4,0.5
212,Toma Bašic\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,0.27,3,5.45,60,78.6,2.09,23,537,48.82,57,5.18,33,3,156.91,1726,0.05,23,2.09,78.3,0.9
213,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0.02,0.1,2.83,13,83.5,0.22,1,182,39.57,11,2.39,1,0.22,53.48,246,0.05,1,0.22,100,0
214,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Granada,es La Liga,22,1996,4,0.1,0.4,4,16,72.5,1.75,7,121,30.25,8,2,12,3.03,134,536,0.04,11,2.75,81.8,0.2
215,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Monaco,fr Ligue 1,22,1996,11.7,0.15,1.7,8.03,94,80.9,1.11,13,548,46.84,37,3.16,30,2.55,242.31,2835,0.07,43,3.68,65.1,1.2
216,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,eng Premier League,26,1992,0.2,0,0,10,2,80,0,0,7,35,1,5,0,0,95,19,,0,0,,0
217,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,0.08,1.6,4.88,104,88,0.75,16,1173,55.07,92,4.32,30,1.41,209.15,4455,0.15,15,0.7,53.3,1.2
218,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,0,0,1.88,16,90.9,0,0,370,43.53,21,2.47,7,0.82,162.71,1383,0.11,19,2.24,73.7,0.8
219,Oliver Batista-Meier\Oliver-Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,75,0,0,5,50,0,0,0,0,120,12,,0,0,,0
220,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,0.07,0.2,0.37,1,80.3,1.11,3,181,67.04,1,0.37,7,2.64,111.11,300,0.15,8,2.96,50,2.2
221,Cristian Battocchio\Cristian-Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,0.08,1.2,5.23,81,79.5,1.03,16,688,44.39,54,3.48,30,1.94,97.42,1510,0.05,13,0.84,76.9,1.7
222,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,0,0.1,0.03,1,77.7,0.03,1,656,21.87,12,0.4,3,0.1,52.7,1581,,0,0,,0
223,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,0.1,1.9,3.92,78,90.3,0.7,14,1021,51.31,73,3.67,32,1.61,60.8,1210,0.1,10,0.5,90,1.8
224,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,19,1999,16.6,0.13,2.2,2.17,36,71.4,1.02,17,737,44.4,22,1.33,50,3.01,120.96,2008,0.14,55,3.31,40,7.9
225,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,0.1,0.4,0.95,4,54.9,0.95,4,144,34.29,2,0.48,7,1.65,139.52,586,0.11,15,3.57,53.3,0.4
226,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hoffenheim,de Bundesliga,25,1994,23.4,0.14,3.3,2.52,59,70.9,1.32,31,1075,45.94,33,1.41,57,2.44,138.8,3248,0.12,96,4.1,55.2,4.3
227,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,23,1996,24.6,0.01,0.3,2.15,53,86.3,0.12,3,835,33.94,51,2.07,6,0.24,92.89,2285,0.07,6,0.24,33.3,0.5
228,Sheraldo Becker\Sheraldo-Becker,nl NED,MFFW,Union Berlin,de Bundesliga,24,1995,6,0.13,0.8,2.5,15,60.9,1.33,8,231,38.5,2,0.33,15,2.5,114.17,685,0.03,13,2.17,69.2,0.2
229,Timo Becker\Timo-Becker,de GER,DFMF,Schalke 04,de Bundesliga,22,1997,3.7,0.05,0.2,4.05,15,80,1.08,4,138,37.3,13,3.51,8,2.14,177.3,656,0.05,9,2.43,44.4,0.2
230,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34,0,0.1,2.15,73,79.7,0.06,2,966,28.41,66,1.94,13,0.38,54.56,1855,0.12,2,0.06,100,0.9
231,Asmir Begovic\Asmir-Begovic,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0,0,0,80.6,0,0,16,11.43,0,0,0,0,25.71,36,,0,0,,0
232,Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,0,0,2.52,31,83.9,0,0,366,29.76,30,2.44,10,0.81,59.27,729,0.04,7,0.57,100,0.2
233,Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,0.08,0.1,0,0,68.2,0.83,1,63,52.5,0,0,1,0.83,184.17,221,0.23,5,4.17,20,1.4
234,Gaëtan Belaud\Gaetan-Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0.05,0.3,7.19,46,78.4,0.31,2,269,42.03,21,3.28,4,0.62,86.09,551,0.02,7,1.09,42.9,0.1
235,Ishak Belfodil\Ishak-Belfodil,dz ALG,FWMF,Hoffenheim,de Bundesliga,27,1992,3,0.07,0.2,2.33,7,75.4,1.67,5,163,54.33,4,1.33,11,3.68,71.33,214,0.11,14,4.67,71.4,1.1
236,Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,0.02,0.5,2.48,50,86.5,0.4,8,775,38.37,55,2.72,20,0.99,98.81,1996,0.09,30,1.49,73.3,0.6
237,Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0,4.29,3,79.3,0,0,27,38.57,0,0,0,0,80,56,,0,0,,0
238,Raoul Bellanova\Raoul-Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,0,0,0,92.3,0,0,14,70,0,0,0,0,75,15,0.04,0,0,,0.1
239,Karim Bellarabi\Karim-Bellarabi,de GER,FWDF,Leverkusen,de Bundesliga,29,1990,15.8,0.27,4.2,5.57,88,68.9,1.52,24,881,55.76,26,1.65,48,3.03,246.71,3898,0.11,87,5.51,57.5,5.9
240,Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,0.08,1.3,3.13,52,86.3,1.2,20,717,43.19,51,3.07,47,2.83,144.16,2393,0.05,50,3.01,64,0.9
241,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,0.02,0.3,3.8,49,81.3,0.16,2,548,42.48,32,2.48,14,1.09,140.31,1810,0.07,35,2.71,45.7,0.5
242,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,0.12,4.1,1.89,63,66.9,1.11,37,1513,45.3,46,1.38,95,2.84,142.19,4749,0.12,77,2.31,51.9,16.8
243,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,0.03,0.6,2.12,43,88.6,0.59,12,857,42.22,62,3.05,29,1.43,82.41,1673,0.09,26,1.28,65.4,1.3
244,Sami Ben Amar\Sami-Ben-Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0,10,2,75,0,0,10,50,3,15,0,0,265,53,,0,0,,0
245,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Valladolid,es La Liga,32,1987,1.8,0,0,1.11,2,76.4,0.56,1,71,39.44,2,1.11,3,1.7,173.33,312,0.02,15,8.33,66.7,0
246,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24,0.29,7,3.63,87,75.5,1.88,45,1258,52.42,52,2.17,88,3.66,125.75,3018,0.18,56,2.33,66.1,13.1
247,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,0.11,1.2,3.94,43,76.6,1.65,18,371,34.04,23,2.11,27,2.48,76.79,837,0.05,13,1.19,53.8,1
248,Cristian Benavente\Cristian-Benavente,pe PER,MFFW,Nantes,fr Ligue 1,25,1994,3.9,0.15,0.6,3.59,14,79.5,1.79,7,226,57.95,13,3.33,9,2.32,92.56,361,0.06,10,2.56,40,0.3
249,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,30,1989,15.3,0.07,1,8.5,130,85.2,1.11,17,846,55.29,53,3.46,28,1.84,151.05,2311,0.05,16,1.05,75,0.7
250,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,0,0.1,2.94,89,92.8,0.1,3,2086,68.84,72,2.38,13,0.43,126.47,3832,0.07,5,0.17,100,1.3
251,Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,0.04,1,1.33,31,68,0.73,17,948,40.69,27,1.16,38,1.63,27,629,0.15,30,1.29,70,9.8
252,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,21,1997,10,0.27,2.7,8.2,82,76.4,2.5,25,486,48.6,58,5.8,49,4.91,106.5,1065,0.05,16,1.6,75,1.1
253,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26,0,0,0.04,1,83.3,0,0,357,13.73,1,0.04,2,0.08,31.31,814,,0,0,,0
254,Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,0.05,1,7.2,152,84,0.71,15,1048,49.67,70,3.32,24,1.14,144.74,3054,0.07,16,0.76,50,0.8
255,Bilal Benkhedim\Bilal-Benkhedim,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2001,1.5,0.2,0.3,1.33,2,71.9,2.67,4,63,42,1,0.67,4,2.73,144.67,217,0.61,3,2,33.3,0.6
256,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,27.6,0.05,1.4,6.7,185,87.7,1.01,28,1452,52.61,168,6.09,65,2.35,161.7,4463,0.06,82,2.97,80.5,0.9
257,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,0.01,0.1,2.84,19,77.4,0.3,2,162,24.18,23,3.43,5,0.74,35.07,235,,0,0,,0
258,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,0,0,3.24,12,78.7,0,0,162,43.78,24,6.49,2,0.54,100.54,372,,0,0,,0
259,Keanen Bennetts\Keanen-Bennetts,eng ENG,MF,M'gladbach,de Bundesliga,20,1999,0,#DIV/0!,0,#DIV/0!,0,100,#DIV/0!,0,3,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,0,,0,#DIV/0!,,0
260,Yassine Benrahou\Yassine-Benrahou,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1999,1.9,0.11,0.2,5.79,11,78.3,2.63,5,122,64.21,6,3.16,10,5.36,114.21,217,0.08,3,1.58,33.3,0.3
261,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFFW,Nîmes,fr Ligue 1,20,1999,8.5,0.34,2.9,3.88,33,66,2.12,18,396,46.59,19,2.24,34,4.02,124.24,1056,0.1,39,4.59,48.7,2.1
262,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24,1995,16.1,0.16,2.5,5.84,94,79.1,0.81,13,705,43.79,41,2.55,22,1.37,125.59,2022,0.1,37,2.3,59.5,3.5
263,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,0.02,0.2,1.81,15,85.9,0.96,8,299,36.02,22,2.65,10,1.2,50.12,416,0.02,8,0.96,75,0.1
264,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,24.4,0.15,3.7,5.16,126,87.4,1.84,45,1472,60.33,148,6.07,75,3.07,109.84,2680,0.05,40,1.64,67.5,0.7
265,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14,0.15,2.1,2.43,34,58.3,1.21,17,724,51.71,14,1,36,2.57,69.14,968,0.12,25,1.79,60,5
266,Romario Benzar\Romario-Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,0.09,0.1,9.09,10,72.5,1.82,2,52,47.27,3,2.73,3,2.78,233.64,257,,1,0.91,100,0
267,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,0.24,8.4,3.18,111,84.2,1.75,61,2018,57.82,71,2.03,118,3.38,103.7,3619,0.12,72,2.06,54.2,17.5
268,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,0.21,0.4,2.11,4,74.1,2.11,4,92,48.42,7,3.68,5,2.6,137.89,262,0.03,8,4.21,37.5,0.1
269,Domenico Berardi\Domenico-Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,27.7,0.26,7.1,5.31,147,73.7,1.91,53,1370,49.46,50,1.81,115,4.15,162.06,4489,0.07,78,2.82,56.4,10
270,Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,0.08,2.6,7.89,250,79.7,0.85,27,1356,42.78,112,3.53,55,1.74,159.05,5042,0.04,71,2.24,66.2,1.4
271,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,it Serie A,24,1995,20.3,0.15,3.1,4.48,91,74.2,1.58,32,1043,51.38,38,1.87,76,3.75,207.24,4207,0.11,108,5.32,65.7,4.3
272,Bartosz Bereszynski\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,27,1992,26.7,0.02,0.6,5.99,160,78.1,0.37,10,932,34.91,74,2.77,29,1.09,104.61,2793,0.02,32,1.2,56.3,0.4
273,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,6.9,0.12,0.8,2.9,20,68.8,1.45,10,216,31.3,4,0.58,22,3.19,82.32,568,0.1,8,1.16,75,1.1
274,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,33,1986,0.8,0.25,0.2,1.25,1,52.6,1.25,1,14,17.5,0,0,1,1.25,26.25,21,0.24,0,0,,0.2
275,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,10.5,0.04,0.4,2.95,31,77.2,0.19,2,359,34.19,30,2.86,7,0.67,88.19,926,0.09,17,1.62,82.4,0.4
276,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,21,1997,7.8,0.13,1,2.31,18,86.9,1.67,13,342,43.85,10,1.28,26,3.32,146.54,1143,0.13,26,3.33,38.5,1.2
277,Robert Beric\Robert-Beric,si SVN,FWMF,Saint-Étienne,fr Ligue 1,28,1991,4.6,0.04,0.2,0.87,4,64.8,0.65,3,179,38.91,2,0.43,3,0.65,50.65,233,0.18,6,1.3,33.3,1.3
278,Etrit Berisha\Etrit-Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26,0,0.1,0,0,70.5,0.04,1,362,13.92,6,0.23,4,0.15,45.69,1188,,1,0.04,100,0
279,Valon Berisha\Valon-Berisha,xk KVX,MFFW,Düsseldorf,de Bundesliga,26,1993,10.5,0.06,0.6,3.43,36,82.5,1.14,12,448,42.67,22,2.1,0,0,56.57,594,,5,0.48,40,0
280,Valon Berisha\Valon-Berisha,xk KVX,MFFW,Lazio,it Serie A,26,1993,0.4,0,0,0,0,71.4,0,0,6,15,0,0,19,1.82,80,32,0.06,0,0,,0.8
