Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
2084,Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,0.07,0.4,6.1,36,72.3,0.34,2,162,27.46,11,1.86,6,1.01,81.02,478,0.07,4,0.68,50,0.3
2085,Manolo Reina\Manolo-Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,0,0,0.03,1,62.1,0,0,449,12.47,17,0.47,3,0.08,74.42,2679,,0,0,,0
2086,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,0,0,0.08,1,68.9,0,0,176,14.67,4,0.33,2,0.17,46.42,557,,0,0,,0
2087,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,36,1982,1,0,0,0,0,73,0,0,16,16,1,1,0,0,85,85,,0,0,,0
2088,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,8.7,0.18,1.6,5.06,44,85.7,1.26,11,507,58.28,33,3.79,3,3.42,194.48,1692,0.19,45,5.17,73.3,0.4
2089,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,0.44,0.4,6.67,6,80.6,1.11,1,43,47.78,2,2.22,34,3.91,356.67,321,0.26,8,8.89,87.5,1
2090,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14,0.04,0.5,2.36,33,89.1,0.21,3,564,40.29,43,3.07,7,0.5,119,1666,0.13,7,0.5,57.1,0.5
2091,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,0,0,0.04,1,75.1,0.04,1,520,20.8,7,0.28,4,0.16,44.16,1104,0.11,1,0.04,100,0.1
2092,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,0.05,0.5,1.5,16,80.1,0.75,8,419,39.16,17,1.59,28,2.62,61.78,661,0.17,23,2.15,69.6,4.5
2093,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,0,0,3.85,5,85.9,0.77,1,74,56.92,5,3.85,1,0.79,167.69,218,,1,0.77,100,0
2094,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,30,1989,16.6,0.16,2.6,3.73,62,82.8,1.2,20,978,58.92,44,2.65,53,3.19,91.99,1527,0.2,53,3.19,54.7,9.5
2095,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,0.19,1.3,4.64,32,72.1,1.16,8,264,38.26,20,2.9,19,2.74,104.35,720,0.07,11,1.59,54.5,1
2096,Giovanni Reyna\Giovanni-Reyna,us USA,MFFW,Dortmund,de Bundesliga,16,2002,3.9,0.21,0.8,3.59,14,86.5,1.28,5,268,68.72,10,2.56,16,4.06,204.62,798,0.04,26,6.67,73.1,0.1
2097,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,0,0.1,0.09,2,61.2,0.04,1,354,15.66,19,0.84,5,0.22,67.08,1516,,0,0,,0
2098,Nico Ribaudo\Nico-Ribaudo,es ESP,FWMF,Espanyol,es La Liga,18,2001,2,0.35,0.7,3.5,7,75.3,2,4,99,49.5,4,2,6,2.97,168.5,337,0.03,10,5,50,0.1
2099,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,0.25,3.9,5.73,90,84.2,2.36,37,969,61.72,67,4.27,83,5.3,299.3,4699,0.12,95,6.05,61.1,2.9
2100,Davide Riccardi\Davide-Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,0,0,5,1,66.7,0,0,2,10,1,5,0,0,0,0,,0,0,,0
2101,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38,0.04,1.4,3.24,123,86,0.58,22,1351,35.55,159,4.18,45,1.18,103.26,3924,0.04,53,1.39,77.4,1.1
2102,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,0,0,0,0,100,0,0,4,40,0,0,0,0,0,0,,0,0,,0
2103,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,0.14,4.9,2.11,72,66,0.91,31,1508,44.22,32,0.94,78,2.29,133.17,4541,0.1,106,3.11,62.3,9
2104,Marco Richter\Marco-Richter,de GER,MFFW,Augsburg,de Bundesliga,21,1997,25.3,0.08,1.9,2.61,66,60.6,0.71,18,937,37.04,32,1.26,55,2.17,100.87,2552,0.07,112,4.43,43.8,4.5
2105,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,0.11,2.8,9.15,237,68.2,1.27,33,893,34.48,105,4.05,52,2.01,84.56,2190,0.03,40,1.54,47.5,0.3
2106,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,0,0,0,0,77.6,0,0,20,10,0,0,0,0,23,46,,1,0.5,100,0
2107,Jaïro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22,1996,8.5,0.05,0.4,5.88,50,75.3,0.24,2,280,32.94,32,3.76,5,0.59,67.88,577,0.02,15,1.76,73.3,0.1
2108,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Sampdoria,it Serie A,26,1993,4.8,0.15,0.7,6.67,32,64.2,3.33,16,237,49.38,12,2.5,24,5.01,185.83,892,0.17,32,6.67,50,1.2
2109,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,31,1988,30,0.05,1.6,4.03,121,82.2,0.83,25,1073,35.77,99,3.3,46,1.53,114.7,3441,0.05,47,1.57,78.7,1
2110,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,0.12,2.2,2.2,40,70.2,0.88,16,546,30,14,0.77,26,1.43,111.21,2024,0.06,44,2.42,54.5,0.5
2111,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,26,1993,22.5,0.08,1.7,2.18,49,66.4,0.84,19,1018,45.24,35,1.56,38,1.69,71.51,1609,0.09,66,2.93,42.4,6
2112,Rodrigo Riquelme\Rodrigo-Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,0,0,10,1,33.3,0,0,6,60,1,10,0,0,200,20,0.12,0,0,,0.1
2113,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,0.06,1.2,5.19,110,76.9,0.75,16,869,40.99,44,2.08,30,1.41,145.8,3091,0.08,8,0.38,62.5,0.8
2114,Marcel Risse\Marcel-Risse,de GER,MFFW,Köln,de Bundesliga,29,1989,1.5,0.33,0.5,7.33,11,50,4,6,48,32,2,1.33,7,4.77,58.67,88,0.08,2,1.33,50,0.1
2115,Mihailo Ristic\Mihailo-Ristic,rs SRB,DFMF,Montpellier,fr Ligue 1,23,1995,9,0.04,0.4,5.56,50,74.9,1.22,11,365,40.56,17,1.89,18,2,119.89,1079,0.04,12,1.33,50,0.3
2116,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,29,1989,14.6,0.15,2.2,6.85,100,68.6,2.33,34,555,38.01,35,2.4,44,3.01,94.52,1380,0.03,16,1.1,68.8,1.5
2117,Marlon Ritter\Marlon-Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,0.29,1.4,6.04,29,66.5,1.88,9,179,37.29,19,3.96,17,3.52,87.71,421,0.03,4,0.83,50,0.3
2118,Cristian Rivera\Cristian-Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,0.03,0.1,2.29,8,86.4,0.29,1,111,31.71,13,3.71,2,0.58,51.71,181,0.03,3,0.86,66.7,0
2119,Maxence Rivera\Maxence-Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,0,0,0,0,50,0,0,12,40,1,3.33,1,3.6,83.33,25,0.03,3,10,66.7,0
2120,Rober\Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,0,0,1.43,3,86,0,0,72,34.29,3,1.43,2,0.94,116.67,245,,2,0.95,100,0
2121,Roberto\Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,48.7,0,0,85,11.18,0,0,0,0,48.42,368,,0,0,,0
2122,Roberto\Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,0,0,0,0,51.3,0,0,76,8.64,10,1.14,1,0.11,31.25,275,0.02,0,0,,0
2123,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27,1992,26,0.09,2.4,5.04,131,92.1,1.04,27,1997,76.81,128,4.92,52,2,208.23,5414,0.09,25,0.96,56,0.8
2124,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,eng Premier League,22,1997,0.3,0,0,0,0,70,0,0,12,40,1,3.33,1,3.46,253.33,76,,3,10,100,0
2125,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,0.21,7.2,9.68,335,80.9,1.76,61,2438,70.46,175,5.06,108,3.12,204.22,7066,0.08,48,1.39,50,1.6
2126,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,0.07,0.5,0.93,7,75.5,0.53,4,366,48.8,5,0.67,11,1.46,69.2,519,0.16,15,2,46.7,2.1
2127,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,0.04,0.2,3.39,19,75.1,0.36,2,184,32.86,18,3.21,4,0.71,89.29,500,,2,0.36,100,0
2128,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,0,0,0,0,73.5,0,0,579,18.04,13,0.4,3,0.09,39.63,1272,,0,0,,0
2129,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,0.08,2.6,7.1,237,80.2,0.78,26,1416,42.4,218,6.53,59,1.77,105.99,3540,0.03,25,0.75,64,2.4
2130,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,0.13,2.6,5.67,118,72.4,1.15,24,1023,49.18,101,4.86,56,2.69,115.05,2393,0.05,65,3.13,64.6,2.6
2131,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,0.07,1.5,5.77,124,84.8,1.07,23,1038,48.28,86,4,55,2.56,135.72,2918,0.07,21,0.98,71.4,0.9
2132,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,0.06,1.6,6.09,168,93.1,1.16,32,2266,82.1,232,8.41,64,2.32,188.51,5203,0.04,31,1.12,80.6,0.9
2133,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,0.22,4.5,2.87,60,75.8,1.29,27,1047,50.1,49,2.34,44,2.11,98.28,2054,0.15,41,1.96,41.5,5.7
2134,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,es La Liga,25,1994,21.5,0.15,3.3,4.98,107,66.2,1.58,34,716,33.3,41,1.91,52,2.42,75.02,1613,0.05,52,2.42,71.2,1.1
2135,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,0,0,10,1,57.1,0,0,8,80,0,0,0,0,110,11,,0,0,,0
2136,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,es La Liga,21,1998,21.3,0.14,2.9,3.76,80,68.2,1.31,28,892,41.88,51,2.39,68,3.2,148.97,3173,0.05,86,4.04,48.8,4.6
2137,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,0.11,1.7,1.15,18,62.5,0.9,14,862,55.26,18,1.15,35,2.24,73.91,1153,0.12,26,1.67,57.7,6.5
2138,Dani Rodríguez\Dani-Rodriguez,es ESP,MFFW,Mallorca,es La Liga,31,1988,33.8,0.07,2.2,3.46,117,81.4,1.09,37,1289,38.14,96,2.84,79,2.34,129.41,4374,0.07,81,2.4,66.7,4.5
2139,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,0,0,3.27,34,86,0.19,2,426,40.96,38,3.65,8,0.77,61.15,636,0.08,15,1.44,80,0.9
2140,James Rodríguez\James-Rodriguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,0.38,1.8,6.6,31,78.4,2.77,13,295,62.77,29,6.17,24,5.16,98.72,464,0.1,1,0.21,0,0.9
2141,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,0.04,0.9,1.21,27,69.7,0.31,7,1093,48.79,19,0.85,31,1.38,52.81,1183,0.11,42,1.88,45.2,8
2142,Mario Rodriguez\Mario-Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0,#DIV/0!,0,#DIV/0!,0,,#DIV/0!,0,4,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,10,,0,#DIV/0!,,0
2143,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,0.05,0.2,4.42,19,84.9,0.47,2,219,50.93,14,3.26,5,1.17,128.84,554,0.03,2,0.47,0,0
2144,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,0.09,1,4.78,54,84.1,1.33,15,687,60.8,21,1.86,31,2.74,213.27,2410,0.16,48,4.25,50,2.6
2145,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,100,0,0,1,5,0,0,0,0,35,7,,0,0,,0
2146,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,0.06,1.6,3.97,102,85.5,1.09,28,1067,41.52,89,3.46,68,2.64,176.73,4542,0.07,77,3,76.6,2
2147,Agustín Rogel\Agustin-Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,0.01,0.1,1.58,15,87.3,0.21,2,285,30,13,1.37,2,0.21,82.42,783,0.12,1,0.11,100,0.4
2148,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,0.1,1.1,5.93,67,84.4,1.15,13,610,53.98,48,4.25,27,2.39,180.35,2038,0.03,20,1.77,75,0.4
2149,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,0,0,5.71,8,67.3,0,0,41,29.29,3,2.14,0,0,62.14,87,0.11,1,0.71,0,0.1
2150,Filippo Romagna\Filippo-Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,0.01,0.2,1.71,28,94.6,0.18,3,866,52.8,35,2.13,12,0.73,158.23,2595,0.04,2,0.12,100,0.1
2151,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,0.02,0.6,3.47,119,92,0.32,11,1625,47.38,119,3.47,30,0.87,109.77,3765,0.12,6,0.17,66.7,1.6
2152,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,0.05,1,4.49,89,83.6,0.66,13,816,41.21,74,3.74,36,1.82,107.47,2128,0.07,22,1.11,81.8,0.8
2153,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,0.02,0.5,2.48,71,87.9,0.28,8,1218,42.59,45,1.57,22,0.77,146.05,4177,0.11,18,0.63,77.8,2.3
2154,Luka Romero\Luka-Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,0,100,0,0,2,20,0,0,0,0,70,7,,0,0,,0
2155,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,0.06,1.2,4.35,90,83.4,0.82,17,768,37.1,85,4.11,31,1.5,78.7,1629,0.03,16,0.77,81.3,0.3
2156,Rômulo\Romulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,0.05,1,2.15,41,79.9,0.89,17,639,33.46,33,1.73,38,1.98,121.78,2326,0.13,45,2.36,64.4,2.1
2157,Rômulo\Romulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,0,0,5,1,62.5,0,0,7,35,0,0,0,0,180,36,,2,10,50,0
2158,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,0.16,5.2,2.9,94,84.3,1.54,50,1929,59.54,64,1.98,142,4.38,192.07,6223,0.09,87,2.69,64.4,26.7
2159,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,0.01,0.2,5,71,77.3,0.21,3,312,21.97,31,2.18,9,0.63,88.38,1255,0.01,18,1.27,83.3,0
2160,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,0.07,1.3,4.52,90,86.8,1.16,23,1168,58.69,115,5.78,48,2.41,143.22,2850,0.04,32,1.61,75,2.3
2161,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3,0.17,0.5,6,18,86,3,9,171,57,17,5.67,12,4,85.33,256,0.04,5,1.67,100,0.2
2162,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,0.07,2.1,6.26,189,87,0.99,30,1709,56.59,175,5.79,61,2.02,126.09,3808,0.06,17,0.56,70.6,1.7
2163,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,0.1,2.1,6.06,126,69,1.11,23,639,30.72,40,1.92,44,2.12,60.72,1263,0.04,18,0.87,61.1,0.4
2164,Antonio Rosati\Antonio-Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,0,0,0,0,73,0,0,14,14,0,0,0,0,34,34,,0,0,,0
2165,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,0.07,0.7,7.47,74,76,1.01,10,428,43.23,34,3.43,15,1.51,144.95,1435,0.07,22,2.22,50,0.1
2166,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,0.02,0.2,3.33,32,77.6,0.31,3,312,32.5,22,2.29,7,0.73,77.4,743,,6,0.63,50,0
2167,Luca Rossettini\Luca-Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,0.04,0.9,1.31,33,86.4,0.16,4,811,32.31,33,1.31,8,0.32,72.23,1813,0.03,1,0.04,100,0.1
2168,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,100,0,0,2,20,0,0,0,0,0,0,,0,0,,0
2169,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,0.1,2.5,6.43,169,72.3,0.95,25,850,32.32,49,1.86,47,1.79,139.16,3660,0.05,71,2.7,59.2,0.9
2170,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,0.09,0.6,0.62,4,70.8,1.08,7,258,39.69,4,0.62,15,2.31,43.38,282,0.09,11,1.69,45.5,1.5
2171,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0.83,1,85.3,0,0,58,48.33,4,3.33,0,0,86.67,104,0.01,0,0,,0
2172,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,0.02,0.8,2.81,101,80.5,0.36,13,1167,32.51,98,2.73,30,0.84,91.92,3300,0.07,23,0.64,52.2,3
2173,Rubén\Ruben,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0,0,0,0,51.2,0,0,199,11.31,12,0.68,2,0.11,54.38,957,,2,0.11,100,0
2174,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,9.8,0.1,1,2.24,22,62.9,1.53,15,350,35.71,18,1.84,33,3.38,186.33,1826,0.03,42,4.29,47.6,0.6
2175,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,26,1993,19,0.02,0.4,3.79,72,87.8,0.21,4,1201,63.21,119,6.26,9,0.47,202.26,3843,0.05,0,0,,0.5
2176,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,0.15,4.7,6.15,187,79.6,1.74,53,1278,42.04,108,3.55,88,2.9,83.82,2548,0.05,24,0.79,66.7,1.3
2177,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,0,0,0,0,66,0,0,256,11.64,3,0.14,0,0,31.86,701,,0,0,,0
2178,Dion Ruffo Luci\Dion-Ruffo-Luci,it ITA,MF,Bologna,it Serie A,18,2001,0,#DIV/0!,0,#DIV/0!,0,,#DIV/0!,0,1,#DIV/0!,0,#DIV/0!,0,0,#DIV/0!,3,,0,#DIV/0!,,0
2179,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,0,0,2.47,19,90.6,0,0,362,47.01,17,2.21,3,0.39,104.81,807,0.05,0,0,,0.3
2180,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,0.15,3.3,8.3,181,82.9,1.56,34,1675,76.83,114,5.23,72,3.3,223.17,4865,0.04,38,1.74,68.4,1.2
2181,Aitor Ruibal\Aitor-Ruibal,es ESP,DFFW,Leganés,es La Liga,23,1996,13.6,0.06,0.8,3.53,48,73.9,0.81,11,501,36.84,24,1.76,32,2.36,133.16,1811,0.05,57,4.19,57.9,0.7
2182,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,23,1996,29.8,0.16,4.9,7.92,236,90,1.61,48,2322,77.92,240,8.05,111,3.72,191.17,5697,0.04,43,1.44,69.8,3.1
2183,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,0.01,0.2,0.04,1,76.2,0.08,2,380,15.2,8,0.32,7,0.28,52.48,1312,,0,0,,0
2184,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,7.7,0.12,0.9,1.69,13,75.4,1.04,8,281,36.49,13,1.69,5,1.32,52.99,408,0.06,15,1.95,60,0.3
2185,Lukas Rupp\Lukas-Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,28,1991,3.8,0.03,0.1,3.42,13,87.1,0.26,1,205,53.95,17,4.47,14,1.81,118.95,452,0.08,12,3.16,33.3,0.3
2186,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,0,0,0.03,1,80.2,0,0,845,22.24,9,0.24,4,0.11,48.82,1855,,0,0,,0
2187,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,0.02,0.1,5.61,23,68.7,0.24,1,131,31.95,5,1.22,2,0.49,78.54,322,0.33,9,2.2,66.7,0.7
2188,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,0,0,0.11,1,70.1,0,0,187,20.78,12,1.33,0,0,64,576,,0,0,,0
2189,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,18.1,0.1,1.9,2.65,48,72.9,0.88,16,739,40.83,20,1.1,42,2.32,102.76,1860,0.12,53,2.93,66,3.6
2190,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,1,0.1,10,1,91.7,20,2,11,110,1,10,2,30,390,39,0.02,0,0,,0
2191,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,0.15,1.5,7.43,75,81.7,1.19,12,480,47.52,36,3.56,21,2.07,136.53,1379,0.05,21,2.08,66.7,0.3
2192,Stefano Sabelli\Stefano-Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,0.11,3.7,10.17,358,73.4,1.08,38,1381,39.23,149,4.23,62,1.76,167.16,5884,0.04,49,1.39,55.1,0.6
2193,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,0.03,0.4,3.28,38,79.6,0.6,7,492,42.41,40,3.45,25,2.15,89.22,1035,0.05,54,4.66,61.1,2.7
2194,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,27.8,0.17,4.6,7.37,205,75.9,2.01,56,1505,54.14,115,4.14,102,3.67,114.03,3170,0.1,39,1.4,64.1,7.1
2195,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,0.19,0.3,3.75,6,74.4,1.88,3,72,45,1,0.63,5,3.1,171.88,275,,7,4.38,28.6,0
2196,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FWMF,Milan,it Serie A,20,1999,7.6,0.14,1.1,4.21,32,82.1,1.32,10,335,44.08,15,1.97,26,3.42,121.71,925,0.09,10,1.32,50,0.8
2197,Jorge Sáenz\Jorge-Saenz,es ESP,DFFW,Celta Vigo,es La Liga,22,1996,4.1,0,0,0.73,3,81,0,0,133,32.44,9,2.2,3,0.73,63.41,260,,0,0,,0
2198,Nuri Sahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,0.22,3.1,6.47,90,76.1,2.01,28,552,39.71,59,4.24,44,3.17,97.77,1359,0.03,16,1.15,68.8,0.4
2199,Wesley Saïd\Wesley-Said,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,12.9,0.09,1.2,3.64,47,82.1,0.85,11,513,39.77,31,2.4,28,2.17,149.07,1923,0.1,43,3.33,72.1,2.4
2200,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,20.7,0.17,3.6,2.37,49,72.7,1.64,34,773,37.34,25,1.21,87,4.2,260.63,5395,0.07,151,7.29,67.5,3
2201,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,100,0,0,4,20,0,0,0,0,110,22,,0,0,,0
2202,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,18,2001,6.4,0.08,0.5,2.03,13,72.3,0.78,5,229,35.78,6,0.94,14,2.2,141.09,903,0.14,27,4.22,40.7,1.2
2203,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,0.02,0.5,3.92,118,81.2,0.23,7,1201,39.9,119,3.95,25,0.83,83.52,2514,0.12,9,0.3,77.8,2.7
2204,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,19.5,0.18,3.6,3.85,75,78.1,1.13,22,835,42.82,38,1.95,45,2.31,154.36,3010,0.1,48,2.46,64.6,1.3
2205,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18,0.05,0.9,7.72,139,84.7,0.78,14,861,47.83,70,3.89,35,1.94,127.89,2302,0.02,26,1.44,46.2,0.1
